0.0,0.00
0.5,0.00
1.0,0.00
1.5,0.00
2.0,0.00
2.5,0.00
3.0,0.00
3.5,0.00
4.0,0.00
4.5,0.00
5.0,0.00
5.5,0.00
6.0,0.00
6.5,0.00
7.0,0.00
7.5,0.00
8.0,0.00
8.5,0.00
9.0,0.00
9.5,0.00
10.0,0.00
10.5,0.00
11.0,0.00
11.5,0.00
12.0,0.00
12.6,0.00
13.1,0.00
13.6,0.00
14.1,0.00
14.6,0.00
15.1,0.00
15.6,0.00
16.1,0.00
16.6,0.00
17.1,0.00
17.6,0.00
18.1,0.00
18.6,0.00
19.1,0.00
19.6,0.00
20.1,0.00
20.6,0.00
21.1,0.00
21.6,0.00
22.1,0.00
22.6,0.00
23.1,0.00
23.6,0.00
24.1,0.00
24.6,0.00
25.1,0.00
25.6,0.00
26.1,0.00
26.6,0.00
27.1,0.00
27.6,0.00
28.1,0.00
28.6,0.00
29.1,0.00
29.6,0.00
30.1,0.00
30.6,0.00
31.1,0.00
31.6,0.00
32.1,0.00
32.6,0.00
33.1,0.00
33.6,0.00
34.1,0.00
34.6,0.00
35.1,0.00
35.6,0.00
36.1,0.00
36.7,0.00
37.2,0.00
37.7,0.00
38.2,0.00
38.7,0.00
39.2,0.00
39.7,0.00
40.2,0.00
40.7,0.00
41.2,0.00
41.7,0.00
42.2,0.00
42.7,0.00
43.2,0.00
43.7,0.00
44.2,0.00
44.7,0.00
45.2,0.00
45.7,0.00
46.2,0.00
46.7,0.00
47.2,0.00
47.7,0.00
48.2,0.00
48.7,0.00
49.2,0.00
49.7,0.00
50.2,0.00
50.7,0.00
51.2,0.00
51.7,0.00
52.2,0.00
52.7,0.00
53.2,0.00
53.7,0.00
54.2,0.00
54.7,0.00
55.2,0.00
55.7,0.00
56.2,0.00
56.7,0.00
57.2,0.00
57.7,0.00
58.2,0.00
58.7,0.00
59.2,0.00
59.7,0.00
60.2,0.00
60.7,0.00
61.3,0.00
61.8,0.00
62.3,0.00
62.8,0.00
63.3,0.00
63.8,0.00
64.3,0.00
64.8,0.00
65.3,0.00
65.8,0.00
66.3,0.00
66.8,0.00
67.3,0.00
67.8,0.00
68.3,0.00
68.8,0.00
69.3,0.00
69.8,0.00
70.3,0.00
70.8,0.00
71.3,0.00
71.8,0.00
72.3,0.00
72.8,0.00
73.3,0.00
73.8,0.00
74.3,0.00
74.8,0.00
75.3,0.00
75.8,0.00
76.3,0.00
76.8,0.00
77.3,0.00
77.8,0.00
78.3,0.00
78.8,0.00
79.3,0.00
79.8,0.00
80.3,0.00
80.8,0.00
81.3,0.00
81.8,0.00
82.3,0.00
82.8,0.00
83.3,0.00
83.8,0.00
84.3,0.00
84.9,0.00
85.4,0.00
85.9,0.00
86.4,0.00
86.9,0.00
87.4,0.00
87.9,0.00
88.4,0.00
88.9,0.00
89.4,0.00
89.9,0.00
90.4,0.00
90.9,0.00
91.4,0.00
91.9,0.00
92.4,0.00
92.9,0.00
93.4,0.00
93.9,0.00
94.4,0.00
94.9,0.00
95.4,0.00
95.9,0.00
96.4,0.00
96.9,0.00
97.4,0.00
97.9,0.00
98.4,0.00
98.9,0.00
99.4,0.00
99.9,0.00
100.4,0.00
100.9,0.00
101.4,0.00
101.9,0.00
102.4,0.00
102.9,0.00
103.4,0.00
103.9,0.00
104.4,0.00
104.9,0.00
105.4,0.00
105.9,0.00
106.4,0.00
106.9,0.00
107.4,0.00
107.9,0.00
108.4,0.00
108.9,0.00
109.5,0.00
110.0,0.00
110.5,0.00
111.0,0.00
111.5,0.00
112.0,0.00
112.5,0.00
113.0,0.00
113.5,0.00
114.0,0.00
114.5,0.00
115.0,0.00
115.5,0.00
116.0,0.00
116.5,0.00
117.0,0.00
117.5,0.00
118.0,0.00
118.5,0.00
119.0,0.00
119.5,0.00
120.0,0.00
120.5,0.00
121.0,0.00
121.5,0.00
122.0,0.00
122.5,0.00
123.0,0.00
123.5,0.00
124.0,0.00
124.5,0.00
125.0,0.00
125.5,0.00
126.0,0.00
126.5,0.00
127.0,0.00
127.5,0.00
128.0,0.00
128.5,0.00
129.0,0.00
129.5,0.00
130.0,0.00
130.5,0.00
131.0,0.00
131.5,0.00
132.0,0.00
132.5,0.00
133.1,0.00
133.6,0.00
134.1,0.00
134.6,0.00
135.1,0.00
135.6,0.00
136.1,0.00
136.6,0.00
137.1,0.00
137.6,0.00
138.1,0.00
138.6,0.00
139.1,0.00
139.6,0.00
140.1,0.00
140.6,0.00
141.1,0.00
141.6,0.00
142.1,0.00
142.6,0.00
143.1,0.00
143.6,0.00
144.1,0.00
144.6,0.00
145.1,0.00
145.6,0.00
146.1,0.00
146.6,0.00
147.1,0.00
147.6,0.00
148.1,0.00
148.6,0.00
149.1,0.00
149.6,0.00
150.1,0.00
150.6,0.00
151.1,0.00
151.6,0.00
152.1,0.00
152.6,0.00
153.1,0.00
153.6,0.00
154.1,0.00
154.6,0.00
155.2,0.00
155.7,0.00
156.2,0.00
156.7,0.00
157.2,0.00
157.7,0.00
158.2,0.00
158.7,0.00
159.2,0.00
159.7,0.00
160.2,0.00
160.7,0.00
161.2,0.00
161.7,0.00
162.2,0.00
162.7,0.00
163.2,0.00
163.7,0.00
164.2,0.00
164.7,0.00
165.2,0.00
165.7,0.00
166.2,0.00
166.7,0.00
167.2,0.00
167.7,0.00
168.2,0.00
168.7,0.00
169.2,0.00
169.7,0.00
170.2,0.00
170.7,0.00
171.2,0.00
171.7,0.00
172.2,0.00
172.7,0.00
173.2,0.00
173.7,0.00
174.2,0.00
174.7,0.00
175.2,0.00
175.7,0.00
176.2,0.00
176.7,0.00
177.2,0.00
177.7,0.00
178.2,0.00
178.8,0.00
179.3,0.00
179.8,0.00
180.3,0.00
180.8,0.00
181.3,0.00
181.8,0.00
182.3,0.00
182.8,0.00
183.3,0.00
183.8,0.00
184.3,0.00
184.8,0.00
185.3,0.00
185.8,0.00
186.3,0.00
186.8,0.00
